,Unnamed: 0,text,sentiment,classification,clean_text
219,219,Walking to class. I hatttte not having a bike....especially mine.,negative,0.0,walking class hatttte bikeespecially mine
221,221,"failed inspection.id you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes.",negative,0.0,failed inspectionid know pas wooven woantitip bracket sold woven worse tax
222,222,"JONAS BROTHERS - Live to party.                It`s rocking so hard     I love the song,",positive,1.0,jonas brother live party rocking hard love song
223,223,happy mother`s day to aaall the mothers in the world.,positive,1.0,happy mother day aaall mother world
224,224,"35mins through the 1hr 20mins Google Wave demo, that looks a lot of fun, would love to test it though.  http://bit.ly/WnMSc",positive,1.0,min hr min google wave demo look lot fun would love test though httpbitlywnmsc
225,225,eleepy Tabz is heading to bed.  Fun night! Listened through the next episode of Joss`d!,positive,1.0,eleepy tabz heading bed fun night listened next episode jossd
227,227,"Scr the reviews, I thought Wolverine was awesome. But not enough Dominic Monaghan for my liking.",positive,1.0,scr review thought wolverine awesome enough dominic monaghan liking
228,228,"If you followed us recently, PLEASE dont be offended that we haven`t followed back. We hit our limit.   Hopefully we will be free soon.",positive,1.0,followed u recently please dont offended havent followed back hit limit hopefully free soon
232,232,Happy monday  up and about going to tavares today. Hope everyone has a blessed day!,positive,1.0,happy monday going tavares today hope everyone blessed day
235,235, http://twitpiccc.com/4jaz5 - Cool... luv it,positive,1.0,httptwitpiccccomjaz cool luv
236,236,  that`s why I need to be there...To represent the Blackberries,positive,1.0,thats need thereto represent blackberry
241,241," ye h I was thinking about that ,ahaha",positive,1.0,ye h thinking ahaha
243,243,I`m n t sleeping at all until  accepts my appology,negative,0.0,im n sleeping accepts appology
244,244,"Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The **** ??",negative,0.0,wolverine bos seriously william
248,248,almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now  #insanedefaults,positive,1.0,almost died laptop screen set brightness reinstalled window vista got headache insanedefaults
250,250,"Trying to decide on a movie with the friends.. not going to well! lol :p  No bible study 2nite, which means ****-day cake  buy my own??",negative,0.0,trying decide movie friend going well lol p bible study nite mean day cake buy
253,253,"diovered cause of a bug in the new #NetPLAYER 4 build. Publishing bug fix now, hopefully new beta by tomorrow",positive,1.0,diovered cause bug new netplayer build publishing bug fix hopefully new beta tomorrow
256,256, Yes it does. Please dont` go. If you die I will cry.. which normally leads to small animals getting harmed,negative,0.0,yes please dont go die cry normally lead small animal getting harmed
257,257,writingreport cards  soooo tired but what an amazing day. check it out on fb soon!,positive,1.0,writingreport card soooo tired amazing day check fb soon
260,260,"Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning",positive,1.0,well good morning wonderful day neighborhood thanks following another morning
261,261,STSK and Mercy Mercedes were amazing tonight.. as always,positive,1.0,stsk mercy mercedes amazing tonight always
262,262,  hope he is ok!,positive,1.0,hope ok
263,263,cat school just be done already? it hurts too much... seeing him every day,positive,1.0,cat school done already hurt much seeing every day
267,267,"We t to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara",positive,1.0,party last night dindin showed matching outfit great mind think alike anyway happy birthday ate lara
268,268," Happy b-day! Just woke up on this side of Earth, so wishes are bit late",positive,1.0,happy bday woke side earth wish bit late
269,269,"thank you for teacning me values and to be a better person each day  I LOVE SO MUCH, YOU`RE THE BEST MUM IN THE WORLD",positive,1.0,thank teacning value better person day love much youre best mum world
270,270,HAPPY MOTHERS DAY.!,positive,1.0,happy mother day
271,271," *laugh I`m glad that you have self confidence - it`s a wonderful trait to have  I`ll applaud extra loud for it, okay?",positive,1.0,laugh im glad self confidence wonderful trait ill applaud extra loud okay
272,272,  Thanks,positive,1.0,thanks
274,274,Getting ready for week  Its too nice today to be stuck inside working!,positive,1.0,getting ready week nice today stuck inside working
275,275,I am tres deeepressed,negative,0.0,tres deeepressed
276,276,"Felt like ****, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick.",negative,0.0,felt like behaved like son ate compensate pigged homeroasted sugar almond painful tum threw still feel sick
277,277,Happy Mothers Day people. i love my mom a lot stillll,positive,1.0,happy mother day people love mom lot stillll
278,278, I`m sorry to hear that.,negative,0.0,im sorry hear
279,279," That`s some dude, yay for surprise celebrities!  I got to meet him a few years ago, he was soooo friendly.",positive,1.0,thats dude yay surprise celebrity got meet year ago soooo friendly
280,280," it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!",positive,1.0,make happy hear girl talk tweet nba could give nugget love
282,282,You know your neck is jacked up when you are forced to pay for parking bc you can`t turn you head to parallel park in the free spaces...,negative,0.0,know neck jacked forced pay parking bc cant turn head parallel park free space
284,284,Going to miss my roomie ... We will no longer be roomies starting tomorrow,negative,0.0,going miss roomie longer roomy starting tomorrow
286,286," Yep, finished, chocked full of spelling and grammatical errors, but I`m cleaning it up tomorrow and popping it up  hehe",negative,0.0,yep finished chocked full spelling grammatical error im cleaning tomorrow popping hehe
289,289,Watihing Ellen Love her!! then doing the dishes  and tanning ...it`s gorgeous out!,positive,1.0,watihing ellen love dish tanning gorgeous
290,290, what`s goin on hun?  I`m worried about you,negative,0.0,whats goin hun im worried
291,291, Im nott bannished... but I am at work till 6,negative,0.0,im nott bannished work till
294,294,tonight in party w/ my girls (minus vita),positive,1.0,tonight party w girl minus vita
298,298," I saw the play of it here, it was amazing",positive,1.0,saw play amazing
299,299, _ i alad to break my twitter virginity with you two.,positive,1.0,alad break twitter virginity two
300,300,Dinner with the fam... I have missed them,negative,0.0,dinner fam missed
303,303," I know   It was worth a shot, though!",positive,1.0,know worth shot though
304,304,"Just opened a facebook account, I`m a little confused I don`t really get it. Twitter seems much better",positive,1.0,opened facebook account im little confused dont really get twitter seems much better
305,305,DUSTBIN BABY ON AT 11.30 Cannot wait  x,positive,1.0,dustbin baby cannot wait x
306,306," Not going to dll on it. It happened, it`s passed. Just a shame as he was so supportive! Such is life!  x",negative,0.0,going dll happened passed shame supportive life x
309,309,Laying in bed til workkk... Oh the life. Definitely pinnched a nerve.,negative,0.0,laying bed til workkk oh life definitely pinnched nerve
310,310,today is a busy day. exhausting!,negative,0.0,today busy day exhausting
312,312, Sorry to hear ur flight got cancelled  that blows!!!,negative,0.0,sorry hear ur flight got cancelled blow
313,313,ohh my tooth is hurts ohh  im sssad it very hurts,negative,0.0,ohh tooth hurt ohh im sssad hurt
314,314,"Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love",positive,1.0,get distracted id like thank new follower taking trouble follow others feelin love
315,315, u th u have bills Ha!Ii just finished paying mine that`s y I`m broke,negative,0.0,u th u bill haii finished paying mine thats im broke
318,318,mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus,positive,1.0,mcfly gig last nightt omg amazin didnt sit whole thing mcfly see best mate tutu
319,319,2 day without sleep and now a migraine. I thought life postR01 was meant to be relaxing,negative,0.0,day without sleep migraine thought life postr meant relaxing
323,323," doing pretty well, up and wide awake",positive,1.0,pretty well wide awake
325,325,I Miss Daddy and Mommy,negative,0.0,miss daddy mommy
326,326,"My dog is officially depressed that my brother`s dogs are gone. He doesn`t want to go outside and when we did, he play half-heartedly.",negative,0.0,dog officially depressed brother dog gone doesnt want go outside play halfheartedly
328,328,"M frist post... Off to find a new car for my parents, exciting!",positive,1.0,frist post find new car parent exciting
329,329,Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it`s repeated? Must investigate!,negative,0.0,argh noo missed killer wossy suck missed brandon total failure anyone know repeated must investigate
330,330,seriouslyred without anyone to talk to... but not tired enough for sleep,negative,0.0,seriouslyred without anyone talk tired enough sleep
331,331, I am lost. Please help me find a good home.,negative,0.0,lost please help find good home
333,333,Ok so I`ve now got a bit of a bad back after lifting all drum hardware into my car   downer.,negative,0.0,ok ive got bit bad back lifting drum hardware car downer
335,335, oh nice going!,positive,1.0,oh nice going
337,337,Gonna celebrate Mothers Day with the family but gonna start the partying tonite,positive,1.0,gonna celebrate mother day family gonna start partying tonite
338,338, i agree wwwith you!,positive,1.0,agree wwwith
339,339, I only do computers. Am hopeless at everything else,negative,0.0,computer hopeless everything else
340,340,"99990 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",positive,1.0,degree gross sky thunderstormsperfect match mood lol
341,341,_2nd aww thanks!,positive,1.0,nd aww thanks
342,342, Soy RB is on PS3 for me,negative,0.0,soy rb p
344,344, just stuck my finger down my throat and there are a bunch of bumps on my tongue & throat.,negative,0.0,stuck finger throat bunch bump tongue throat
345,345,dang last url went down  ? http://blip.fm/~7aigm,negative,0.0,dang last url went httpblipfmaigm
346,346," ohoh i missed all ur tweetts  im gonna have to stay awake all night to see the announcement now, **** time difference",negative,0.0,ohoh missed ur tweetts im gonna stay awake night see announcement time difference
347,347, Damnit all. That sucks.  You were one of the ones I thought I`d drag back lol,negative,0.0,damnit suck one one thought id drag back lol
349,349,this is sooo crazy i have fever..,negative,0.0,sooo crazy fever
350,350,is spending her Satuuuurday morning taking notes for a research essay because some stupid **** recalled the book I`m using. Not fair,negative,0.0,spending satuuuurday morning taking note research essay stupid recalled book im using fair
353,353,Please Review Sunehre Ad Placement  http://tinyurl.com/oow6mk,positive,1.0,please review sunehre ad placement httptinyurlcomoowmk
354,354,aww  you loooovee me,positive,1.0,aww loooovee
357,357," haha im jewish, i love that one",positive,1.0,haha im jewish love one
359,359,m on 3 days too matt. No fun this weekend.,negative,0.0,day matt fun weekend
361,361, I feel yourr pain. Mine is the same way,negative,0.0,feel yourr pain mine way
363,363, Sadly no. It diiiidn`t come with one...,negative,0.0,sadly diiiidnt come one
364,364,Cant wait to see my boy tomorrow,positive,1.0,cant wait see boy tomorrow
366,366, aww I miss driving down elmwood,negative,0.0,aww miss driving elmwood
367,367,Omgango Tango was **** AWSOME! I love my baby for taking me,positive,1.0,omgango tango awsome love baby taking
368,368,"Version 2 of our live, interactive Trans-Siberian ticket planner is launched: http://tinyurl.com/c5ljwm - its very cool",positive,1.0,version live interactive transsiberian ticket planner launched httptinyurlcomcljwm cool
369,369,030439 I really wish I could go!,positive,1.0,really wish could go
371,371, I`m 25 in december that`s not gooood at all next big birthday is 30  after 21 it flys by for sure,negative,0.0,im december thats gooood next big birthday fly sure
372,372,  This has made my night!!  Way too funny!!,positive,1.0,made night way funny
373,373,Woo CAVS.  Happpppy Mother`s Day!,positive,1.0,woo cavs happpppy mother day
378,378, Thanks for the warm welcome! We didn`t make plans   because our arrival time was so up in the air.,positive,1.0,thanks warm welcome didnt make plan arrival time air
380,380, sorry  friends - I`m swamped with deadlines right now and we have family visiting to boot! No charades for me.,negative,0.0,sorry friend im swamped deadline right family visiting boot charade
382,382,"Mysunburn is peeling,",negative,0.0,mysunburn peeling
385,385,Laying ALONE!! Since Mook`s soo comfy in his f`n play pen. I thought it was ill at first now I don`t have no one to cuddle with...,negative,0.0,laying alone since mooks soo comfy fn play pen thought ill first dont one cuddle
386,386,h hate the dentist,negative,0.0,h hate dentist
387,387," nothing aimed at you, just joining in...sorry",negative,0.0,nothing aimed joining insorry
388,388,I`m tiking a twitter break. Cell is dying,negative,0.0,im tiking twitter break cell dying
392,392,I sish I could get my nails done  stupid job,negative,0.0,sish could get nail done stupid job
395,395, Have a good one,positive,1.0,good one
396,396," yep infact she is popular, miss india 99, talented film actress .... and lot mmmore",positive,1.0,yep infact popular miss india talented film actress lot mmmore
397,397,Dosen`t Want To Go To Work Tomorrow,negative,0.0,dosent want go work tomorrow
398,398,Danlel has won DSDS. His voice is great.,positive,1.0,danlel dsds voice great
401,401,_x_ATL u mean jack barakat`s?! wow so have u ever gone to his house? Hehe i mean ur ssoo lucky to have the address!,positive,1.0,xatl u mean jack barakats wow u ever gone house hehe mean ur ssoo lucky address
402,402,I rure do hope it becomes 4:20 this afternoon ...,positive,1.0,rure hope becomes afternoon
403,403, it means that you are now FAMOUS. Congrats!,positive,1.0,mean famous congrats
404,404,Myhphone passed away yesterday.. He jumped off the table  Searching for a new phone...,negative,0.0,myhphone passed away yesterday jumped table searching new phone
405,405,"I have such fantastic friends, including several ones met through here! thanks for being in my life - you are such amazing people!",positive,1.0,fantastic friend including several one met thanks life amazing people
406,406,tamlyniwishes she was as cool as my sock draw,positive,1.0,tamlyniwishes cool sock draw
410,410,"Yes, I love tea. If that makes me typically English then so bee it",positive,1.0,yes love tea make typically english bee
411,411, a mouth for sure,positive,1.0,mouth sure
413,413, pancakes!! with lemon and sugar thanks!,positive,1.0,pancake lemon sugar thanks
414,414, Sin no bueno  I guess I just don`t entertain him :/,negative,0.0,sin bueno guess dont entertain
415,415,I`m so hunrgy right now and these heels kill me I can hardly walk in them,negative,0.0,im hunrgy right heel kill hardly walk
416,416,both electronic keys stopped working. there is no keyhole! cant get in my car. so much for technoooology,negative,0.0,electronic key stopped working keyhole cant get car much technoooology
417,417," Yay, three followers! Good to know more than one person in this big wide world likes fishies.",positive,1.0,yay three follower good know one person big wide world like fishies
418,418,'y name is Tony!!!!!! ...not hey!!!!' -  poor tony,negative,0.0,name tony hey poor tony
419,419,Goodmorning,positive,1.0,goodmorning
420,420,Took a shtft tomorrow.    I don`t really feel like working right now.,negative,0.0,took shtft tomorrow dont really feel like working right
421,421," I love mine, too . happy motherï¿½s day to your mom , John Taylor  . much love to you, too .",positive,1.0,love mine happy motherï ½s day mom john taylor much love
423,423,http://twitpic.com/4wukt - We bought Ludi her own rug. Dogs are the best,positive,1.0,httptwitpiccomwukt bought ludi rug dog best
